keys,zh_CN
event.event_352.desc,目前，我国只有一个航天发射场——酒泉卫星发射中心。科学家和军方提出了建立新的宇航中心的建议。我们的国家很幸运——我们有两个现成的项目：将太原导弹基地改建为卫星发射中心，或复工于1972年停止建设的西昌卫星发射中心。然而，两个项目可能都需要足够的资源......
event.event_352.title,航天发射场
event.event_353.desc,一直以来，我们的太空计划一直被已经过时的长征一号和风暴一号火箭“牵引”着。中国航天局的工程师实际上已准备对后者进行深度改造，并将其命名为“长征二号”，现在就差投产了。但就火箭家族的进一步发展而言，也不乏一些建议。比如，工程师们提出了长征四号轻型运载火箭和长征三号中型运载火箭的概念，我们可以借此将卫星发射到地球静止轨道。还有个颇有风险的重型运载火箭项目，但这现在对我们是不是太复杂了？
event.event_353.title,新型运载火箭
event.event_354.desc,我国正在迈入一个新时代，卫星通信将不仅能满足军事需要。有人提议在近地轨道上构建一个通信卫星系统，但这将需要许多少用的卫星，而发射地球同步卫星则需要一种特殊的火箭......另一方面，我们可以连通某国已经建成的网络。
event.event_354.title,空间通信
event.event_355.desc,一年多前，美国开始构建自己的卫星全球定位系统——GPS。情报部门还报告说，在今后几年里，苏联也将开始进行一个类似的项目。在大势所趋下，有些人建议我们构建一个属于我们中国自己的系统。当然，这需要资源，但回报将无可估计......
event.event_355.title,卫星导航网络
event.event_356.desc,苏联和美国已经将他们的宇航员送入了地球轨道，甚至是更远的地方。中国作为一个太空强国，自当奋起直追，这便意味着我们必须重复他们的成就。至少这是科学家们想要的......这也有助于你的政治声誉。这里有两个建议——将我们本国的FSW可返回式卫星改装为单个载人太空舱，或者在情报部门的帮助下获取苏联联盟号飞船的蓝图，以便在其基础上创建自己的类似级别的飞船。或者你可以再次取消载人航天项目......
event.event_356.title,载人航天计划
event.event_357.desc,不久前，中国第一位宇航员成功地乘坐本国设计的飞船发射升空。但很明显，大家都心知肚明，这样一艘飞船既没什么用，也没什么前景可言。因此，科学家们认为，应当开始发展一种更先进的、多座的苏联“联盟”型飞船。但我们的资源是有限的。
event.event_357.title,载人计划的进一步发展
event.event_358.desc,科学家们已经提出了一个我们自己的项目，对地球唯一的天然卫星进行研究。第一阶段包括从飞行路线探索月球的简易设备，可能还包括一个着陆站。事实上，问题太多了——这个项目对我们来说太复杂了，有失败的可能。需要实施这一项目么？
event.event_358.title,月球计划——第一批仪器
event.event_359.desc,科学家们已经提出了一个我们自己的项目，对地球唯一的天然卫星进行研究。第一阶段包括从飞行路线探索月球的简易设备，可能还包括一个着陆站。事实上，问题太多了——这个项目对我们来说太复杂了，有失败的可能。需要实施这一项目么？
event.event_359.title,月球计划——第一批仪器
event.event_360.desc,每个人都明白太空计划的最后阶段是什么——中国宇航员登陆月球。但是，正如美国太空计划所表明的那样，这更多像是一种政治行动，在科学上的好处可以忽略不计。那么，我们是现在就要登月，还是继续为月球站制定长期计划要更好一些呢？
event.event_360.title,月球计划——载人登月
event.event_361.desc,在我国探测器成功地在月球表面着陆后，科学家们提出了两项更宏伟的任务来探索我们的卫星——一个搭载小型月球车的登陆平台的改进版本，以及一个自动运送月球土壤样本的站点。如果第一个项目是可行的，那么第二个项目就有些困难。事实上，只有苏联进行了这种试验，而且就算是他们，也有一半的设备报废了。发生事故的风险很高，因为第二个任务仍有问题......
event.event_361.title,中国的月球计划——先进任务
event.event_362.desc,中国很可能执行一次火星任务。问题是，这仅是一次着陆任务，还是我们决定创造一种从未有人尝试过的东西——探测器。当然，这十分复杂，但也能给科学带来难以置信的好处！
event.event_362.title,第一次火星任务
event.event_363.desc,我们的载人计划已经接近一个新的阶段——建立轨道载人空间站。是的，这个项目相当复杂，但苏联在创建DOS系列空间站方面有成功经验。已有人提议将我们的空间站与苏联的和平号空间站结合起来，和平号空间站也正在准备发射。第一个国际空间站的建立将极大地拉近我们两国的距离！
event.event_363.title,轨道空间站。
event.event_364.desc,航天飞机项目为美国创造的机遇是我们的军队和科学家感兴趣的。航天飞机将能让我们更频繁地执行发射任务，并与在轨卫星合作。我们有两个项目，一个小的，可以在明年完成，另一个大的，和美国的基本一样，但是需要更多的时间和资源来完成。也有对该计划的批评之声，他们认为该计划既不实用，又毫无前景......
event.event_364.title,太空飞机计划
event.event_365.desc,"近日，由于身体状况迅速恶化与高龄在岗，乌尔霍·吉科宁选择自愿离职。他是芬兰政坛的元老，并在该国担任总统长达25年。他的四个总统任期都以巧妙的走独木桥为鲜明特征：吉科宁对芬兰国内局势了如指掌，尽管在贸易与文化政策上更偏向苏联。但总体而言，他还是在美国与苏联之间奉行中立外交政策。
在即将到来的总统选举中，离开了这位脍炙人口领导人的中央党，不太可能成为现代芬兰政治内两大巨头的威胁。他们分别是来自芬兰社会民主党的总理毛诺·科伊维斯托，他试图照吉科宁的既定方针办，并维持与苏联的非正式联盟关系；以及来自中右翼阵营的哈里·霍尔克里，他力图立即摆脱莫斯科的影响，并深化与西方的合作。
一方面，我们可以支持亲莫斯科的社会主义运动，以打击该国越加壮大的民族民主运动，并维持苏联在世界舞台上的影响力。另一方面，我们也可以通过支持哈里·霍尔克里，从而在新政府处获得一份有利可图的贸易合同。
以及，如果您再仔细想想的话，我们为什么要对如此遥远的芬兰如此上心呢？"
event.event_365.title,亲苏反共派的离任
event.event_366.desc,"主席同志！土耳其将在数月后举行选举。尽管如此，依然难说选举的结果将如何——自20世纪70年代后半叶以来，该国事实上已经陷入了政治极化的深渊。
长期以来，该国议会主要是凯末尔主义政党共和人民党、自由派组织正义党、以及更保守的亲伊斯兰主义派系救国党的天下。然而在最近几年，上述三党都无法在议会内取得明显多数，所以他们得相互之间密切合作，建立长期的执政联盟。
再谈谈土耳其国内的左派：值得注意的是，土耳其工人党已经重建，该党坚决反对美国对土耳其的势力投射；传统的土耳其共产党仍然处于非法状态，被迫进行地下活动；于此同时，土耳其国内也存在一批激进左翼组织（如土耳其共产党/马列，土耳其革命共产党，人民解放党残部“革命之路”组织等），在国内进行武装斗争。
持泛突厥主义立场的民族行动党，与其青年激进派组织“灰狼”，则代表了土耳其政治的极右翼。
所有的这些因素都表明，土耳其国内的政治危机正迅速激化。尤其是考虑到持保守派立场的军人对政治的影响，情况只会更加复杂。我们手头的资源并不足以让我们对土耳其实施全面干涉，但至少，我们可以为自己未来在此地的布局安插些许暗线。"
